-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2025 in LST
Location: latitude  25.9224   longitude 75.4557 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 306.82 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M      MERRA-2 Temperature at 2 Meters (F) 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,T2M,RH2M
2014,10,31,78.01,48.34
2014,11,1,76.89,49.31
2014,11,2,77.32,48.37
2014,11,3,78.6,46.52
2014,11,4,77.11,45.61
2014,11,5,75.49,42.36
2014,11,6,75.78,40.29
2014,11,7,77.25,35.57
2014,11,8,77.18,33.53
2014,11,9,76.57,32.75
2014,11,10,74.61,37.64
2014,11,11,72.18,35.91
2014,11,12,70.18,31.18
2014,11,13,71.92,36.55
2014,11,14,74.39,40.45
2014,11,15,72.73,26.47
2014,11,16,71.85,23.74
2014,11,17,71.92,46.21
2014,11,18,70.75,33.84
2014,11,19,70.84,27.72
2014,11,20,70.5,28.77
2014,11,21,72.61,25.27
2014,11,22,72.54,22.48
2014,11,23,71.38,26.19
2014,11,24,67.62,30.26
2014,11,25,69.03,25.25
2014,11,26,70.45,17.27
2014,11,27,72.16,19.75
2014,11,28,71.8,27.05
2014,11,29,72.55,36.45
2014,11,30,72.23,34.18
2014,12,1,69.31,29.75
2014,12,2,68.38,28.18
2014,12,3,68.2,27.61
2014,12,4,68.77,26.96
2014,12,5,69.13,25.25
2014,12,6,68.9,22.68
2014,12,7,67.93,20.81
2014,12,8,68.86,19.13
2014,12,9,66.29,23.4
2014,12,10,62.47,21.96
2014,12,11,61.45,22.02
2014,12,12,62.26,41.47
2014,12,13,62.74,68.54
2014,12,14,59.25,66.55
2014,12,15,56.71,60.76
2014,12,16,56.64,44.73
2014,12,17,57.96,33.79
2014,12,18,56.03,37.47
2014,12,19,57.56,33.54
2014,12,20,58.6,29.89
2014,12,21,56.35,29.31
2014,12,22,55.44,39.68
2014,12,23,57.47,36.93
2014,12,24,55.4,41.05
2014,12,25,55.08,38.35
2014,12,26,55.35,29.82
2014,12,27,56.86,26.53
2014,12,28,53.98,28.8
2014,12,29,52.59,32.96
2014,12,30,51.91,37.2
2014,12,31,53.46,43.21
2015,1,1,55.53,70.44
2015,1,2,57.07,80.36
2015,1,3,58.23,78.55
2015,1,4,59.36,63.04
2015,1,5,58.39,43.72
2015,1,6,58.77,45.95
2015,1,7,58.68,44.92
2015,1,8,57.67,39.77
2015,1,9,57.16,36.71
2015,1,10,60.49,32.96
2015,1,11,61.47,29.9
2015,1,12,60.22,37.23
2015,1,13,59.97,38.67
2015,1,14,61.18,36.7
2015,1,15,54.1,42.97
2015,1,16,55.31,35.71
2015,1,17,56.26,33.16
2015,1,18,55.42,35.36
2015,1,19,54.84,37.27
2015,1,20,56.53,42.12
2015,1,21,60.87,49.51
2015,1,22,58.6,75.59
2015,1,23,57.7,76.32
2015,1,24,56.73,66.08
2015,1,25,57.27,66.77
2015,1,26,55.2,84.8
2015,1,27,54.75,69.71
2015,1,28,52.38,53.92
2015,1,29,52.54,47.65
2015,1,30,53.26,42.12
2015,1,31,58.55,35.93
2015,2,1,58.82,46.94
2015,2,2,62.42,48.04
2015,2,3,63.03,44.96
2015,2,4,58.33,53.1
2015,2,5,57.43,41.2
2015,2,6,61.61,43.94
2015,2,7,64.35,54.12
2015,2,8,64.44,62.19
2015,2,9,62.35,62.88
2015,2,10,62.69,42.69
2015,2,11,62.76,40.4
2015,2,12,61.43,36.41
2015,2,13,67.01,26.1
2015,2,14,69.58,31.68
2015,2,15,70.47,28.46
2015,2,16,70.79,33.2
2015,2,17,71.06,31.66
2015,2,18,71.26,34.09
2015,2,19,73.36,30.23
2015,2,20,75.07,26.94
2015,2,21,73.62,27.2
2015,2,22,73.35,30.1
2015,2,23,75.02,27.89
2015,2,24,74.53,28.79
2015,2,25,75.56,26.18
2015,2,26,64.83,12.65
2015,2,27,64.11,15.46
2015,2,28,66.43,22.75
2015,3,1,67.46,60.83
2015,3,2,64.99,72.74
2015,3,3,63.39,60.69
2015,3,4,63.95,48.92
2015,3,5,66.36,48.06
2015,3,6,70.32,46.36
2015,3,7,70.03,52.54
2015,3,8,70.45,48.44
2015,3,9,61.48,31.66
2015,3,10,61.52,39.05
2015,3,11,68.86,39.88
2015,3,12,72.91,54.79
2015,3,13,73.58,63.57
2015,3,14,68.49,74.74
2015,3,15,68.18,80.96
2015,3,16,67.23,59.94
2015,3,17,65.41,61.9
2015,3,18,66.65,54.02
2015,3,19,69.48,49.29
2015,3,20,73.09,46.94
2015,3,21,74.43,50.84
2015,3,22,76.71,51.43
2015,3,23,77.74,48.04
2015,3,24,79.92,44.88
2015,3,25,80.1,45.7
2015,3,26,79.59,47.33
2015,3,27,81.34,49.81
2015,3,28,81.64,48.21
2015,3,29,79.29,54.2
2015,3,30,79.36,50.58
2015,3,31,75.92,61.31
2015,4,1,79.34,48.81
2015,4,2,82.2,42.02
2015,4,3,82.13,45.96
2015,4,4,74.88,61.11
2015,4,5,74.75,58.55
2015,4,6,77.13,47.86
2015,4,7,77.61,50.82
2015,4,8,79.21,48.45
2015,4,9,77.72,41.31
2015,4,10,79.54,39.42
2015,4,11,79.18,43.53
2015,4,12,77.47,55.5
2015,4,13,74.82,65.35
2015,4,14,74.17,66.35
2015,4,15,78.51,53.06
2015,4,16,81.09,50.33
2015,4,17,85.69,39.67
2015,4,18,89.11,33.05
2015,4,19,91.76,26.87
2015,4,20,91.04,20.18
2015,4,21,89.56,21.6
2015,4,22,88.86,21.05
2015,4,23,89.22,18.13
2015,4,24,89.69,15.92
2015,4,25,91.45,13.14
2015,4,26,89.65,22.18
2015,4,27,92.35,22.4
2015,4,28,94.59,16.2
2015,4,29,91.42,21.99
2015,4,30,93.6,18.08
2015,5,1,89.98,12.41
2015,5,2,89.78,19.22
2015,5,3,91.74,14.28
2015,5,4,91.96,13.87
2015,5,5,93.63,12.85
2015,5,6,95.56,11.12
2015,5,7,96.08,12.84
2015,5,8,95.36,18.33
2015,5,9,95.65,16.77
2015,5,10,95.63,18.7
2015,5,11,96.4,23.01
2015,5,12,96.64,25.66
2015,5,13,94.33,24.98
2015,5,14,92.3,24.59
2015,5,15,93.9,23.85
2015,5,16,95.65,21.61
2015,5,17,95.85,21.08
2015,5,18,97.84,16.96
2015,5,19,99.54,24.35
2015,5,20,98.42,22.98
2015,5,21,98.37,19.79
2015,5,22,99.84,20.18
2015,5,23,98.85,20.41
2015,5,24,99.01,25.13
2015,5,25,99.36,23.85
2015,5,26,98.83,25.89
2015,5,27,96.06,10.54
2015,5,28,97.52,19.48
2015,5,29,97.68,22.02
2015,5,30,97.99,21.06
2015,5,31,98.85,19.14
2015,6,1,99.21,18.09
2015,6,2,96.98,22.17
2015,6,3,91.54,35.42
2015,6,4,91.78,32.94
2015,6,5,94.42,25.56
2015,6,6,95.14,22.63
2015,6,7,98.94,19.55
2015,6,8,100.35,18.86
2015,6,9,97.09,28.92
2015,6,10,94.5,37.83
2015,6,11,93.92,43.21
2015,6,12,92.79,48.55
2015,6,13,93.69,46.85
2015,6,14,92.62,46.18
2015,6,15,90.93,54.37
2015,6,16,92.05,51.42
2015,6,17,95.11,41.71
2015,6,18,96.98,36.66
2015,6,19,97.75,36.21
2015,6,20,96.46,41.87
2015,6,21,99.27,35.97
2015,6,22,96.91,40.31
2015,6,23,93.07,48.4
2015,6,24,88.75,58.61
2015,6,25,89.31,57.21
2015,6,26,88.66,61.27
2015,6,27,90.46,55.26
2015,6,28,91.18,53.81
2015,6,29,92.05,54.31
2015,6,30,89.31,63.82
2015,7,1,89.22,59.97
2015,7,2,89.17,56.94
2015,7,3,90.19,53.64
2015,7,4,91.26,48.44
2015,7,5,92.68,47.98
2015,7,6,92.1,50.59
2015,7,7,91.24,51.89
2015,7,8,89.67,57.24
2015,7,9,87.13,67.51
2015,7,10,87.35,65.9
2015,7,11,86.07,70.32
2015,7,12,86.81,67.06
2015,7,13,86.79,66.28
2015,7,14,88.77,62.51
2015,7,15,90.03,55.05
2015,7,16,89.8,55.68
2015,7,17,88.25,62.52
2015,7,18,86.38,69.65
2015,7,19,86.0,71.84
2015,7,20,84.52,74.93
2015,7,21,86.34,73.09
2015,7,22,85.98,76.53
2015,7,23,85.1,78.97
2015,7,24,83.77,81.19
2015,7,25,83.75,79.03
2015,7,26,82.49,82.47
2015,7,27,81.21,83.03
2015,7,28,78.73,82.44
2015,7,29,80.22,83.05
2015,7,30,80.82,84.11
2015,7,31,81.48,79.34
2015,8,1,81.61,80.41
2015,8,2,81.93,79.18
2015,8,3,82.33,77.37
2015,8,4,83.35,74.99
2015,8,5,84.02,75.88
2015,8,6,84.22,76.62
2015,8,7,81.45,81.36
2015,8,8,83.28,78.61
2015,8,9,83.37,80.38
2015,8,10,83.43,78.47
2015,8,11,82.51,79.6
2015,8,12,83.44,80.22
2015,8,13,84.13,77.84
2015,8,14,85.19,77.14
2015,8,15,81.59,87.58
2015,8,16,81.88,85.26
2015,8,17,82.29,83.26
2015,8,18,83.59,81.33
2015,8,19,82.56,82.27
2015,8,20,80.91,81.29
2015,8,21,80.2,80.29
2015,8,22,80.55,79.18
2015,8,23,80.82,80.18
2015,8,24,80.89,79.27
2015,8,25,80.94,78.58
2015,8,26,81.43,76.59
2015,8,27,81.95,76.2
2015,8,28,83.57,74.48
2015,8,29,84.02,72.8
2015,8,30,83.28,73.97
2015,8,31,82.36,76.04
2015,9,1,81.43,73.57
2015,9,2,79.9,73.61
2015,9,3,80.38,72.86
2015,9,4,80.91,69.44
2015,9,5,81.61,65.39
2015,9,6,81.54,68.65
2015,9,7,80.8,65.68
2015,9,8,81.21,65.16
2015,9,9,83.1,61.98
2015,9,10,80.69,67.03
2015,9,11,85.06,57.43
2015,9,12,84.78,55.18
2015,9,13,85.41,57.14
2015,9,14,87.1,50.93
2015,9,15,86.56,56.36
2015,9,16,86.94,54.48
2015,9,17,85.62,60.84
2015,9,18,84.0,70.43
2015,9,19,84.33,71.09
2015,9,20,83.89,70.28
2015,9,21,82.83,68.81
2015,9,22,82.44,72.1
2015,9,23,81.77,66.27
2015,9,24,79.45,55.04
2015,9,25,79.5,52.19
2015,9,26,80.51,52.79
2015,9,27,81.86,52.23
2015,9,28,83.46,47.18
2015,9,29,83.97,46.83
2015,9,30,82.44,41.67
2015,10,1,81.39,40.62
2015,10,2,82.8,41.59
2015,10,3,83.86,34.68
2015,10,4,83.07,34.15
2015,10,5,84.99,34.84
2015,10,6,86.22,33.16
2015,10,7,84.4,38.03
2015,10,8,84.0,34.42
2015,10,9,84.29,30.68
2015,10,10,84.47,29.41
2015,10,11,84.09,33.0
2015,10,12,83.59,30.81
2015,10,13,82.76,29.34
2015,10,14,82.98,27.96
2015,10,15,82.8,39.14
2015,10,16,82.92,47.19
2015,10,17,85.39,36.28
2015,10,18,85.55,31.4
2015,10,19,87.04,31.4
2015,10,20,87.04,28.59
2015,10,21,85.46,31.9
2015,10,22,82.18,30.98
2015,10,23,81.37,29.83
2015,10,24,80.28,22.2
2015,10,25,80.29,31.74
2015,10,26,80.24,27.8
2015,10,27,78.82,32.14
2015,10,28,73.89,47.77
2015,10,29,68.76,65.83
2015,10,30,68.58,60.16
2015,10,31,70.07,59.02
2015,11,1,71.64,58.63
2015,11,2,73.76,56.69
2015,11,3,76.03,52.72
2015,11,4,79.36,44.39
2015,11,5,79.3,38.35
2015,11,6,76.15,40.25
2015,11,7,73.99,43.29
2015,11,8,74.98,47.85
2015,11,9,76.32,46.38
2015,11,10,77.7,38.83
2015,11,11,75.81,44.28
2015,11,12,75.29,38.43
2015,11,13,77.74,34.62
2015,11,14,76.93,33.02
2015,11,15,75.74,32.6
2015,11,16,73.2,36.7
2015,11,17,70.77,25.1
2015,11,18,68.61,18.83
2015,11,19,69.08,21.8
2015,11,20,68.0,25.63
2015,11,21,67.39,27.8
2015,11,22,67.98,31.71
2015,11,23,68.52,34.6
2015,11,24,70.25,36.93
2015,11,25,71.51,31.2
2015,11,26,73.04,34.08
2015,11,27,64.87,22.08
2015,11,28,66.6,28.5
2015,11,29,69.13,30.3
2015,11,30,70.88,37.93
2015,12,1,73.11,45.12
2015,12,2,67.39,43.05
2015,12,3,65.55,32.71
2015,12,4,67.53,28.7
2015,12,5,69.19,24.47
2015,12,6,68.79,23.45
2015,12,7,66.49,27.66
2015,12,8,67.48,24.04
2015,12,9,68.2,23.23
2015,12,10,69.73,30.65
2015,12,11,63.1,36.84
2015,12,12,57.54,20.27
2015,12,13,57.6,30.5
2015,12,14,56.08,20.38
2015,12,15,58.01,20.02
2015,12,16,59.09,18.33
2015,12,17,58.78,19.85
2015,12,18,57.61,22.73
2015,12,19,57.49,23.8
2015,12,20,55.09,27.07
2015,12,21,56.01,27.57
2015,12,22,54.73,26.47
2015,12,23,56.39,25.57
2015,12,24,52.84,27.92
2015,12,25,57.36,20.58
2015,12,26,61.38,13.88
2015,12,27,66.6,14.31
2015,12,28,66.67,18.74
2015,12,29,66.92,24.87
2015,12,30,69.22,23.52
2015,12,31,65.05,31.91
2016,1,1,63.59,34.41
2016,1,2,63.7,30.79
2016,1,3,65.41,26.2
2016,1,4,65.07,27.75
2016,1,5,68.5,26.99
2016,1,6,67.33,34.2
2016,1,7,68.67,35.1
2016,1,8,66.52,36.38
2016,1,9,62.62,35.48
2016,1,10,65.17,25.82
2016,1,11,65.41,23.51
2016,1,12,64.67,29.7
2016,1,13,63.34,39.18
2016,1,14,61.27,36.0
2016,1,15,59.79,38.72
2016,1,16,59.09,33.21
2016,1,17,58.05,27.14
2016,1,18,60.44,31.09
2016,1,19,57.24,54.68
2016,1,20,57.15,47.47
2016,1,21,58.5,23.32
2016,1,22,57.36,20.64
2016,1,23,59.79,22.16
2016,1,24,62.6,17.64
2016,1,25,59.05,20.99
2016,1,26,61.77,22.21
2016,1,27,64.04,23.7
2016,1,28,67.87,26.51
2016,1,29,71.37,31.55
2016,1,30,69.8,43.61
2016,1,31,69.67,45.9
2016,2,1,66.49,34.15
2016,2,2,63.81,25.13
2016,2,3,60.37,17.87
2016,2,4,61.66,17.06
2016,2,5,62.4,17.04
2016,2,6,64.45,20.33
2016,2,7,63.37,20.65
2016,2,8,63.82,23.25
2016,2,9,64.08,24.96
2016,2,10,65.61,22.14
2016,2,11,64.96,18.69
2016,2,12,64.0,14.59
2016,2,13,63.39,18.9
2016,2,14,62.94,25.7
2016,2,15,63.46,24.87
2016,2,16,65.97,23.51
2016,2,17,70.38,28.97
2016,2,18,74.91,31.84
2016,2,19,78.17,31.79
2016,2,20,74.3,45.89
2016,2,21,69.87,35.23
2016,2,22,69.12,17.39
2016,2,23,70.79,15.03
2016,2,24,73.08,12.63
2016,2,25,71.49,12.62
2016,2,26,71.6,14.17
2016,2,27,72.77,15.02
2016,2,28,73.85,14.14
2016,2,29,73.35,17.51
2016,3,1,76.32,18.93
2016,3,2,78.87,18.73
2016,3,3,82.85,20.83
2016,3,4,81.19,23.73
2016,3,5,79.9,27.98
2016,3,6,76.35,32.02
2016,3,7,74.84,35.93
2016,3,8,74.86,32.6
2016,3,9,76.82,26.89
2016,3,10,78.96,28.36
2016,3,11,81.77,31.38
2016,3,12,80.55,30.43
2016,3,13,77.22,29.67
2016,3,14,76.68,28.69
2016,3,15,74.34,33.3
2016,3,16,76.01,24.4
2016,3,17,79.88,23.55
2016,3,18,82.76,38.34
2016,3,19,82.56,29.36
2016,3,20,81.32,20.56
2016,3,21,79.43,22.69
2016,3,22,77.67,17.69
2016,3,23,82.15,11.01
2016,3,24,85.32,9.01
2016,3,25,84.58,12.8
2016,3,26,83.84,21.87
2016,3,27,81.57,23.06
2016,3,28,80.37,14.57
2016,3,29,83.84,14.31
2016,3,30,85.33,15.16
2016,3,31,87.08,12.86
2016,4,1,89.98,19.32
2016,4,2,93.29,21.83
2016,4,3,93.16,21.09
2016,4,4,86.05,22.58
2016,4,5,88.25,22.78
2016,4,6,88.11,19.4
2016,4,7,86.76,23.73
2016,4,8,86.18,19.93
2016,4,9,86.27,19.13
2016,4,10,87.19,19.29
2016,4,11,86.68,23.63
2016,4,12,85.17,21.3
2016,4,13,87.8,17.76
2016,4,14,91.24,18.32
2016,4,15,92.91,16.47
2016,4,16,94.05,18.49
2016,4,17,91.11,26.49
2016,4,18,89.22,22.88
2016,4,19,89.1,23.25
2016,4,20,88.16,20.8
2016,4,21,90.72,17.65
2016,4,22,90.91,18.62
2016,4,23,87.06,9.75
2016,4,24,88.61,13.8
2016,4,25,90.93,13.14
2016,4,26,91.17,16.14
2016,4,27,92.52,14.2
2016,4,28,92.57,10.44
2016,4,29,94.15,9.89
2016,4,30,94.12,10.41
2016,5,1,94.77,12.68
2016,5,2,95.81,16.77
2016,5,3,94.26,18.77
2016,5,4,93.79,17.12
2016,5,5,93.45,21.61
2016,5,6,91.87,26.41
2016,5,7,93.18,24.01
2016,5,8,97.39,19.19
2016,5,9,98.83,19.45
2016,5,10,97.02,21.35
2016,5,11,98.17,18.98
2016,5,12,97.45,18.14
2016,5,13,97.74,18.48
2016,5,14,98.74,19.11
2016,5,15,100.58,19.68
2016,5,16,100.76,18.12
2016,5,17,101.28,17.29
2016,5,18,100.87,14.06
2016,5,19,102.07,12.86
2016,5,20,103.15,13.23
2016,5,21,102.67,19.82
2016,5,22,101.46,26.07
2016,5,23,98.31,33.47
2016,5,24,97.36,29.15
2016,5,25,98.13,28.46
2016,5,26,97.84,31.01
2016,5,27,97.43,33.39
2016,5,28,96.96,33.24
2016,5,29,97.5,30.58
2016,5,30,96.46,32.16
2016,5,31,97.25,28.46
2016,6,1,97.09,25.89
2016,6,2,99.23,25.22
2016,6,3,99.72,22.28
2016,6,4,101.05,16.78
2016,6,5,100.63,11.91
2016,6,6,100.45,11.08
2016,6,7,100.69,14.03
2016,6,8,101.95,16.38
2016,6,9,101.82,19.76
2016,6,10,101.08,26.32
2016,6,11,100.27,30.23
2016,6,12,96.53,41.76
2016,6,13,95.68,41.29
2016,6,14,95.11,39.16
2016,6,15,96.51,36.81
2016,6,16,96.8,33.21
2016,6,17,98.92,30.37
2016,6,18,98.37,31.99
2016,6,19,97.5,38.53
2016,6,20,91.76,59.06
2016,6,21,88.65,68.0
2016,6,22,88.63,64.69
2016,6,23,90.93,57.24
2016,6,24,91.22,56.26
2016,6,25,91.74,58.01
2016,6,26,91.18,61.69
2016,6,27,91.17,62.43
2016,6,28,90.23,64.79
2016,6,29,92.8,60.69
2016,6,30,93.97,57.19
2016,7,1,91.02,65.57
2016,7,2,87.96,68.43
2016,7,3,87.82,70.7
2016,7,4,87.1,70.92
2016,7,5,90.23,60.56
2016,7,6,92.07,58.38
2016,7,7,90.9,57.01
2016,7,8,89.15,64.41
2016,7,9,87.1,69.69
2016,7,10,87.89,69.13
2016,7,11,87.33,69.31
2016,7,12,86.31,74.6
2016,7,13,86.56,77.5
2016,7,14,84.58,78.66
2016,7,15,83.3,81.37
2016,7,16,81.45,85.07
2016,7,17,82.29,80.86
2016,7,18,83.07,77.67
2016,7,19,83.59,76.97
2016,7,20,84.87,74.41
2016,7,21,85.69,72.37
2016,7,22,85.41,72.44
2016,7,23,85.12,72.87
2016,7,24,84.16,76.06
2016,7,25,84.11,78.81
2016,7,26,83.23,83.0
2016,7,27,81.48,87.51
2016,7,28,80.94,82.43
2016,7,29,82.22,83.22
2016,7,30,82.17,83.45
2016,7,31,83.41,79.38
2016,8,1,82.78,84.25
2016,8,2,81.91,86.07
2016,8,3,81.82,84.94
2016,8,4,82.9,85.16
2016,8,5,83.55,84.6
2016,8,6,83.14,84.5
2016,8,7,81.75,88.55
2016,8,8,81.3,87.76
2016,8,9,81.91,88.42
2016,8,10,81.01,89.54
2016,8,11,78.96,91.46
2016,8,12,80.76,88.02
2016,8,13,81.1,86.22
2016,8,14,80.28,86.91
2016,8,15,80.64,85.35
2016,8,16,79.65,85.81
2016,8,17,79.99,84.73
2016,8,18,79.48,83.0
2016,8,19,77.52,88.09
2016,8,20,79.66,88.02
2016,8,21,78.21,91.42
2016,8,22,80.26,89.09
2016,8,23,80.24,88.67
2016,8,24,80.69,87.36
2016,8,25,80.91,86.55
2016,8,26,81.82,82.5
2016,8,27,80.83,87.18
2016,8,28,79.02,92.32
2016,8,29,81.41,88.63
2016,8,30,81.07,88.39
2016,8,31,80.83,86.82
2016,9,1,80.17,85.66
2016,9,2,79.66,85.89
2016,9,3,78.69,85.95
2016,9,4,77.34,86.4
2016,9,5,77.2,86.37
2016,9,6,76.93,85.64
2016,9,7,76.87,85.57
2016,9,8,77.63,84.5
2016,9,9,78.3,83.16
2016,9,10,77.72,84.17
2016,9,11,77.38,82.39
2016,9,12,78.73,78.68
2016,9,13,79.93,78.79
2016,9,14,81.01,77.7
2016,9,15,81.73,76.13
2016,9,16,82.29,74.37
2016,9,17,81.61,73.07
2016,9,18,82.78,70.99
2016,9,19,82.38,77.44
2016,9,20,81.63,79.23
2016,9,21,82.24,75.9
2016,9,22,80.76,79.75
2016,9,23,80.92,77.52
2016,9,24,80.87,76.3
2016,9,25,81.46,73.78
2016,9,26,81.54,70.95
2016,9,27,80.96,73.46
2016,9,28,80.83,72.78
2016,9,29,79.74,72.63
2016,9,30,79.79,74.63
2016,10,1,80.85,80.37
2016,10,2,81.19,83.28
2016,10,3,81.95,80.18
2016,10,4,82.67,76.91
2016,10,5,79.66,86.03
2016,10,6,77.86,85.89
2016,10,7,79.57,75.34
2016,10,8,79.59,71.96
2016,10,9,78.64,77.38
2016,10,10,77.23,75.85
2016,10,11,76.08,67.22
2016,10,12,74.82,69.41
2016,10,13,76.75,64.02
2016,10,14,75.54,64.66
2016,10,15,76.69,58.25
2016,10,16,77.25,55.71
2016,10,17,76.46,60.38
2016,10,18,74.62,57.68
2016,10,19,73.65,61.54
2016,10,20,73.69,62.87
2016,10,21,73.96,61.75
2016,10,22,73.33,63.25
2016,10,23,73.89,62.45
2016,10,24,74.1,66.03
2016,10,25,74.44,64.02
2016,10,26,75.22,59.22
2016,10,27,73.74,44.92
2016,10,28,73.11,40.97
2016,10,29,72.05,50.69
2016,10,30,72.95,45.88
2016,10,31,73.42,43.89
2016,11,1,72.23,43.03
2016,11,2,70.9,42.48
2016,11,3,70.29,44.41
2016,11,4,69.42,48.05
2016,11,5,70.81,47.22
2016,11,6,70.02,50.98
2016,11,7,68.65,49.04
2016,11,8,68.36,39.61
2016,11,9,68.07,43.92
2016,11,10,68.97,44.29
2016,11,11,69.53,45.66
2016,11,12,70.72,44.32
2016,11,13,69.33,46.01
2016,11,14,66.42,48.22
2016,11,15,67.12,41.9
2016,11,16,69.31,36.66
2016,11,17,68.79,37.58
2016,11,18,68.18,39.18
2016,11,19,69.01,38.93
2016,11,20,69.33,40.33
2016,11,21,68.99,45.85
2016,11,22,68.13,44.56
2016,11,23,69.6,40.48
2016,11,24,71.46,32.63
2016,11,25,67.55,40.58
2016,11,26,66.78,42.72
2016,11,27,67.68,42.03
2016,11,28,69.03,37.96
2016,11,29,70.57,34.41
2016,11,30,68.22,42.59
2016,12,1,67.89,45.38
2016,12,2,65.59,53.81
2016,12,3,65.7,45.49
2016,12,4,65.37,39.33
2016,12,5,65.55,38.45
2016,12,6,66.83,37.08
2016,12,7,66.76,38.17
2016,12,8,66.04,40.41
2016,12,9,65.12,42.46
2016,12,10,66.13,44.92
2016,12,11,68.47,50.65
2016,12,12,67.08,48.94
2016,12,13,67.01,47.1
2016,12,14,67.73,45.26
2016,12,15,66.0,42.91
2016,12,16,64.35,45.55
2016,12,17,64.98,45.4
2016,12,18,65.37,40.37
2016,12,19,65.07,37.84
2016,12,20,63.05,31.31
2016,12,21,61.61,32.39
2016,12,22,64.71,27.57
2016,12,23,67.75,22.95
2016,12,24,67.44,24.81
2016,12,25,61.57,29.42
2016,12,26,60.87,29.69
2016,12,27,61.95,30.31
2016,12,28,64.56,28.67
2016,12,29,65.71,28.67
2016,12,30,65.25,33.17
2016,12,31,64.96,38.66
2017,1,1,60.6,50.22
2017,1,2,59.25,54.5
2017,1,3,59.77,51.61
2017,1,4,63.05,40.93
2017,1,5,65.07,31.59
2017,1,6,62.98,41.73
2017,1,7,62.53,48.67
2017,1,8,59.61,64.05
2017,1,9,57.67,60.45
2017,1,10,54.5,30.88
2017,1,11,51.67,20.05
2017,1,12,51.12,22.71
2017,1,13,52.07,21.73
2017,1,14,54.07,26.01
2017,1,15,57.2,29.17
2017,1,16,60.57,33.31
2017,1,17,55.8,33.62
2017,1,18,56.12,31.73
2017,1,19,56.39,30.9
2017,1,20,57.24,33.31
2017,1,21,60.84,31.56
2017,1,22,63.86,37.22
2017,1,23,65.75,41.83
2017,1,24,67.84,48.95
2017,1,25,70.88,46.89
2017,1,26,67.55,59.29
2017,1,27,59.4,64.95
2017,1,28,58.23,59.96
2017,1,29,61.05,51.1
2017,1,30,65.05,42.78
2017,1,31,64.53,44.29
2017,2,1,62.51,52.92
2017,2,2,62.67,53.35
2017,2,3,64.04,49.82
2017,2,4,68.11,43.05
2017,2,5,66.87,43.87
2017,2,6,59.4,27.92
2017,2,7,61.75,26.58
2017,2,8,63.25,28.43
2017,2,9,61.02,27.32
2017,2,10,60.19,28.2
2017,2,11,61.23,30.87
2017,2,12,62.89,32.08
2017,2,13,64.38,30.25
2017,2,14,66.49,25.32
2017,2,15,69.39,19.86
2017,2,16,74.52,19.98
2017,2,17,73.38,28.9
2017,2,18,74.53,32.4
2017,2,19,77.29,23.82
2017,2,20,75.16,27.16
2017,2,21,68.76,15.88
2017,2,22,66.85,11.11
2017,2,23,65.19,15.42
2017,2,24,67.33,14.44
2017,2,25,70.97,16.56
2017,2,26,71.33,17.95
2017,2,27,73.08,15.32
2017,2,28,75.81,20.1
2017,3,1,75.65,26.77
2017,3,2,73.83,32.72
2017,3,3,72.16,30.81
2017,3,4,69.85,19.82
2017,3,5,69.53,18.24
2017,3,6,72.23,18.93
2017,3,7,76.33,15.51
2017,3,8,75.34,25.94
2017,3,9,75.94,31.3
2017,3,10,72.03,49.25
2017,3,11,65.91,36.9
2017,3,12,64.42,23.13
2017,3,13,64.81,25.26
2017,3,14,67.24,22.94
2017,3,15,73.53,21.07
2017,3,16,76.12,19.55
2017,3,17,75.56,23.43
2017,3,18,77.43,28.78
2017,3,19,75.29,50.25
2017,3,20,76.39,34.7
2017,3,21,79.56,24.03
2017,3,22,83.39,25.02
2017,3,23,82.74,25.66
2017,3,24,82.83,23.28
2017,3,25,84.27,22.4
2017,3,26,84.49,20.33
2017,3,27,87.12,20.17
2017,3,28,89.33,16.98
2017,3,29,88.47,14.73
2017,3,30,88.14,12.53
2017,3,31,88.27,13.13
2017,4,1,87.91,13.83
2017,4,2,88.81,17.67
2017,4,3,90.16,20.3
2017,4,4,90.59,22.24
2017,4,5,90.37,24.11
2017,4,6,88.57,22.63
2017,4,7,82.11,11.15
2017,4,8,80.2,7.07
2017,4,9,80.37,10.27
2017,4,10,82.24,11.04
2017,4,11,84.79,10.98
2017,4,12,87.87,9.33
2017,4,13,89.74,9.28
2017,4,14,91.74,9.78
2017,4,15,92.77,11.51
2017,4,16,93.51,9.04
2017,4,17,93.9,14.28
2017,4,18,94.62,13.11
2017,4,19,93.09,14.81
2017,4,20,94.68,18.6
2017,4,21,95.16,15.24
2017,4,22,93.29,18.01
2017,4,23,90.52,24.35
2017,4,24,89.96,26.13
2017,4,25,89.94,29.04
2017,4,26,89.24,17.58
2017,4,27,89.71,15.3
2017,4,28,90.66,19.43
2017,4,29,91.71,22.72
2017,4,30,91.15,23.63
2017,5,1,90.88,16.19
2017,5,2,91.54,12.03
2017,5,3,94.86,17.01
