-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2025 in LST
Location: latitude  25.9224   longitude 75.4557 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 306.82 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M      MERRA-2 Temperature at 2 Meters (F) 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,T2M,RH2M
2012,4,28,88.84,20.18
2012,4,29,87.75,12.37
2012,4,30,87.3,12.63
2012,5,1,86.32,11.65
2012,5,2,86.23,13.62
2012,5,3,89.04,14.89
2012,5,4,91.35,18.67
2012,5,5,91.26,18.01
2012,5,6,92.64,20.61
2012,5,7,94.5,25.42
2012,5,8,93.87,26.93
2012,5,9,94.84,28.74
2012,5,10,91.72,30.02
2012,5,11,93.83,31.69
2012,5,12,93.45,29.47
2012,5,13,92.59,29.94
2012,5,14,91.87,29.16
2012,5,15,93.61,25.5
2012,5,16,95.65,21.5
2012,5,17,94.62,23.88
2012,5,18,95.56,23.53
2012,5,19,95.76,23.91
2012,5,20,95.94,18.92
2012,5,21,96.35,20.51
2012,5,22,96.94,21.07
2012,5,23,96.82,21.15
2012,5,24,97.63,15.41
2012,5,25,97.5,21.68
2012,5,26,96.04,18.35
2012,5,27,96.04,19.37
2012,5,28,97.52,17.14
2012,5,29,99.09,18.07
2012,5,30,100.72,17.03
2012,5,31,100.17,17.84
2012,6,1,101.03,19.31
2012,6,2,98.56,22.92
2012,6,3,97.29,24.2
2012,6,4,96.37,28.3
2012,6,5,97.83,26.82
2012,6,6,96.91,26.25
2012,6,7,92.17,35.66
2012,6,8,93.79,37.84
2012,6,9,96.28,29.71
2012,6,10,95.86,29.58
2012,6,11,96.44,33.01
2012,6,12,95.88,33.63
2012,6,13,99.03,27.98
2012,6,14,100.22,28.13
2012,6,15,97.63,34.81
2012,6,16,97.34,36.11
2012,6,17,95.68,40.7
2012,6,18,96.76,36.82
2012,6,19,97.83,31.46
2012,6,20,98.85,30.86
2012,6,21,98.42,31.34
2012,6,22,98.64,32.06
2012,6,23,100.06,29.57
2012,6,24,99.32,33.03
2012,6,25,98.85,33.37
2012,6,26,96.03,35.24
2012,6,27,96.69,34.28
2012,6,28,97.92,31.41
2012,6,29,98.85,27.8
2012,6,30,99.43,26.5
2012,7,1,100.44,26.34
2012,7,2,101.32,30.53
2012,7,3,101.95,32.2
2012,7,4,97.72,40.84
2012,7,5,88.25,66.8
2012,7,6,85.84,70.26
2012,7,7,86.23,66.5
2012,7,8,81.14,76.54
2012,7,9,84.92,74.41
2012,7,10,85.19,77.84
2012,7,11,85.59,75.77
2012,7,12,86.02,72.98
2012,7,13,86.02,73.02
2012,7,14,86.56,67.93
2012,7,15,87.15,65.47
2012,7,16,87.76,63.02
2012,7,17,89.33,58.1
2012,7,18,90.5,59.55
2012,7,19,90.21,58.71
2012,7,20,90.43,58.51
2012,7,21,89.83,62.09
2012,7,22,91.17,58.58
2012,7,23,91.0,56.9
2012,7,24,87.49,62.04
2012,7,25,87.21,62.08
2012,7,26,88.52,60.74
2012,7,27,87.01,64.58
2012,7,28,88.41,62.55
2012,7,29,86.7,63.79
2012,7,30,83.73,67.13
2012,7,31,86.56,63.32
2012,8,1,86.99,61.17
2012,8,2,87.58,59.9
2012,8,3,88.56,55.39
2012,8,4,88.5,56.71
2012,8,5,87.91,62.41
2012,8,6,87.28,66.16
2012,8,7,84.51,72.07
2012,8,8,81.75,82.05
2012,8,9,82.08,80.57
2012,8,10,80.69,82.53
2012,8,11,80.73,84.02
2012,8,12,82.15,84.74
2012,8,13,80.38,86.73
2012,8,14,81.39,84.66
2012,8,15,80.71,86.56
2012,8,16,80.26,84.67
2012,8,17,81.07,81.64
2012,8,18,82.02,79.89
2012,8,19,83.88,78.71
2012,8,20,84.13,81.71
2012,8,21,81.55,86.64
2012,8,22,77.76,92.35
2012,8,23,79.74,87.02
2012,8,24,79.92,85.93
2012,8,25,80.55,83.98
2012,8,26,81.07,83.5
2012,8,27,80.06,86.55
2012,8,28,81.03,84.05
2012,8,29,80.69,87.24
2012,8,30,80.87,89.29
2012,8,31,81.63,87.24
2012,9,1,83.01,82.16
2012,9,2,83.32,82.06
2012,9,3,80.35,89.93
2012,9,4,79.38,88.81
2012,9,5,80.42,87.4
2012,9,6,81.03,87.65
2012,9,7,78.35,92.42
2012,9,8,79.12,87.71
2012,9,9,80.67,85.12
2012,9,10,81.16,82.4
2012,9,11,80.67,86.76
2012,9,12,80.87,85.27
2012,9,13,80.47,86.9
2012,9,14,80.65,86.08
2012,9,15,80.01,87.72
2012,9,16,79.5,84.63
2012,9,17,79.39,81.82
2012,9,18,78.39,83.11
2012,9,19,78.57,80.56
2012,9,20,79.0,77.37
2012,9,21,78.48,68.58
2012,9,22,78.4,72.42
2012,9,23,77.85,69.96
2012,9,24,76.41,74.78
2012,9,25,75.0,76.0
2012,9,26,75.07,72.19
2012,9,27,76.03,71.11
2012,9,28,76.59,69.3
2012,9,29,77.52,68.54
2012,9,30,78.26,61.56
2012,10,1,78.8,56.25
2012,10,2,79.32,55.88
2012,10,3,77.83,60.11
2012,10,4,76.55,64.24
2012,10,5,75.99,65.39
2012,10,6,77.79,60.73
2012,10,7,79.56,55.55
2012,10,8,78.53,60.62
2012,10,9,79.57,55.38
2012,10,10,77.38,51.9
2012,10,11,75.81,52.29
2012,10,12,75.61,52.18
2012,10,13,77.09,51.37
2012,10,14,77.56,52.01
2012,10,15,77.23,56.04
2012,10,16,75.13,59.55
2012,10,17,74.91,63.67
2012,10,18,75.72,62.55
2012,10,19,75.07,64.88
2012,10,20,75.11,63.1
2012,10,21,73.92,66.13
2012,10,22,74.43,67.79
2012,10,23,76.15,63.8
2012,10,24,72.1,60.76
2012,10,25,68.4,50.22
2012,10,26,68.09,47.58
2012,10,27,68.56,49.72
2012,10,28,70.36,48.4
2012,10,29,71.13,46.94
2012,10,30,71.47,46.23
2012,10,31,69.87,48.53
2012,11,1,68.16,52.46
2012,11,2,67.03,52.73
2012,11,3,66.25,50.2
2012,11,4,67.39,50.86
2012,11,5,69.58,48.82
2012,11,6,70.03,43.05
2012,11,7,68.85,45.99
2012,11,8,70.56,41.8
2012,11,9,71.04,41.43
2012,11,10,69.82,48.56
2012,11,11,69.96,48.23
2012,11,12,70.66,42.56
2012,11,13,68.41,50.13
2012,11,14,68.65,43.1
2012,11,15,68.88,35.56
2012,11,16,67.03,36.69
2012,11,17,67.66,35.17
2012,11,18,65.46,45.76
2012,11,19,64.69,49.72
2012,11,20,64.06,46.62
2012,11,21,64.96,40.05
2012,11,22,65.57,38.46
2012,11,23,65.1,41.04
2012,11,24,65.7,46.53
2012,11,25,63.82,48.09
2012,11,26,62.38,49.21
2012,11,27,63.23,42.53
2012,11,28,65.5,41.3
2012,11,29,65.3,48.51
2012,11,30,61.07,48.74
2012,12,1,58.91,45.36
2012,12,2,59.41,42.46
2012,12,3,62.37,43.02
2012,12,4,64.26,45.06
2012,12,5,65.53,40.8
2012,12,6,64.9,43.01
2012,12,7,64.8,37.12
2012,12,8,66.6,37.93
2012,12,9,66.15,37.46
2012,12,10,64.69,42.6
2012,12,11,64.27,47.08
2012,12,12,60.53,49.51
2012,12,13,60.24,53.78
2012,12,14,63.1,52.5
2012,12,15,62.46,63.26
2012,12,16,63.34,61.35
2012,12,17,61.25,49.39
2012,12,18,61.54,51.29
2012,12,19,59.58,49.02
2012,12,20,58.24,34.71
2012,12,21,59.25,30.07
2012,12,22,60.8,27.04
2012,12,23,56.41,35.44
2012,12,24,54.63,40.33
2012,12,25,58.28,32.37
2012,12,26,56.68,38.11
2012,12,27,55.06,39.5
2012,12,28,59.09,35.4
2012,12,29,57.97,46.12
2012,12,30,55.78,48.86
2012,12,31,53.22,43.13
2013,1,1,51.62,45.65
2013,1,2,51.08,37.44
2013,1,3,49.6,40.28
2013,1,4,50.72,35.4
2013,1,5,49.73,31.56
2013,1,6,47.5,30.73
2013,1,7,50.29,26.24
2013,1,8,52.18,26.6
2013,1,9,56.19,25.29
2013,1,10,56.59,38.07
2013,1,11,61.66,44.53
2013,1,12,65.25,36.93
2013,1,13,64.74,49.32
2013,1,14,60.91,32.49
2013,1,15,60.85,33.54
2013,1,16,62.8,40.46
2013,1,17,64.33,47.65
2013,1,18,57.83,59.83
2013,1,19,53.24,42.62
2013,1,20,50.95,32.0
2013,1,21,51.85,31.35
2013,1,22,52.66,26.97
2013,1,23,54.28,26.45
2013,1,24,53.98,29.4
2013,1,25,52.88,29.15
2013,1,26,56.16,31.2
2013,1,27,59.41,23.7
2013,1,28,62.33,19.57
2013,1,29,62.4,22.43
2013,1,30,60.22,27.6
2013,1,31,62.8,30.83
2013,2,1,64.08,35.99
2013,2,2,65.03,33.27
2013,2,3,63.1,38.13
2013,2,4,67.03,44.4
2013,2,5,64.29,61.46
2013,2,6,59.05,52.97
2013,2,7,56.12,42.24
2013,2,8,55.72,42.84
2013,2,9,57.97,36.29
2013,2,10,60.12,29.17
2013,2,11,62.08,32.1
2013,2,12,64.29,41.62
2013,2,13,66.65,48.8
2013,2,14,69.76,35.58
2013,2,15,68.18,68.25
2013,2,16,60.84,73.68
2013,2,17,58.23,65.5
2013,2,18,60.35,52.14
2013,2,19,61.59,47.68
2013,2,20,63.75,43.43
2013,2,21,65.44,46.91
2013,2,22,68.7,48.07
2013,2,23,70.2,46.62
2013,2,24,63.52,54.79
2013,2,25,64.49,42.17
2013,2,26,68.23,38.35
2013,2,27,68.63,29.6
2013,2,28,65.03,27.55
2013,3,1,64.62,27.68
2013,3,2,67.41,23.17
2013,3,3,70.18,19.93
2013,3,4,72.93,15.52
2013,3,5,73.6,15.33
2013,3,6,73.94,17.63
2013,3,7,72.23,20.34
2013,3,8,76.1,17.13
2013,3,9,78.1,15.82
2013,3,10,76.86,19.48
2013,3,11,75.72,21.02
2013,3,12,76.82,18.9
2013,3,13,77.85,20.02
2013,3,14,75.58,25.78
2013,3,15,74.71,27.45
2013,3,16,74.8,33.26
2013,3,17,76.46,38.71
2013,3,18,76.46,24.57
2013,3,19,79.68,20.49
2013,3,20,80.8,18.91
2013,3,21,80.38,18.2
2013,3,22,80.1,23.64
2013,3,23,80.51,21.46
2013,3,24,80.49,25.27
2013,3,25,75.81,25.87
2013,3,26,76.39,27.08
2013,3,27,77.45,22.91
2013,3,28,80.85,25.34
2013,3,29,77.65,33.91
2013,3,30,77.79,32.53
2013,3,31,80.28,27.98
2013,4,1,83.62,22.58
2013,4,2,85.1,19.51
2013,4,3,81.1,29.33
2013,4,4,81.18,25.85
2013,4,5,81.12,19.43
2013,4,6,82.51,14.93
2013,4,7,84.51,17.37
2013,4,8,82.9,18.75
2013,4,9,85.12,22.74
2013,4,10,87.04,28.47
2013,4,11,84.45,22.7
2013,4,12,86.11,25.83
2013,4,13,87.4,24.35
2013,4,14,88.21,20.56
2013,4,15,88.11,20.44
2013,4,16,90.14,15.83
2013,4,17,87.75,12.29
2013,4,18,87.71,14.28
2013,4,19,87.57,12.09
2013,4,20,88.11,20.91
2013,4,21,87.33,30.39
2013,4,22,86.85,31.68
2013,4,23,87.67,28.37
2013,4,24,89.17,27.05
2013,4,25,92.19,27.68
2013,4,26,91.63,24.37
2013,4,27,91.24,24.75
2013,4,28,90.81,26.09
2013,4,29,92.32,23.92
2013,4,30,92.48,22.92
2013,5,1,89.71,11.07
2013,5,2,87.39,9.19
2013,5,3,89.11,8.41
2013,5,4,93.33,16.3
2013,5,5,95.9,19.42
2013,5,6,95.05,17.01
2013,5,7,94.87,11.29
2013,5,8,95.13,16.35
2013,5,9,93.83,13.82
2013,5,10,92.77,18.0
2013,5,11,91.15,23.06
2013,5,12,89.74,31.52
2013,5,13,90.0,27.1
2013,5,14,93.42,20.57
2013,5,15,95.7,19.7
2013,5,16,96.82,17.05
2013,5,17,97.21,15.52
2013,5,18,99.37,16.24
2013,5,19,98.71,13.14
2013,5,20,97.79,13.64
2013,5,21,97.61,13.61
2013,5,22,96.49,12.34
2013,5,23,96.71,17.45
2013,5,24,99.27,21.72
2013,5,25,98.17,23.62
2013,5,26,95.52,28.97
2013,5,27,96.21,30.0
2013,5,28,96.76,23.91
2013,5,29,96.46,18.78
2013,5,30,97.27,17.98
2013,5,31,97.02,12.58
2013,6,1,96.48,18.23
2013,6,2,95.86,25.37
2013,6,3,98.58,21.67
2013,6,4,99.48,26.66
2013,6,5,101.1,24.37
2013,6,6,101.57,30.43
2013,6,7,96.71,41.24
2013,6,8,95.63,45.23
2013,6,9,93.92,49.48
2013,6,10,91.99,53.15
2013,6,11,86.07,68.88
2013,6,12,87.17,66.77
2013,6,13,89.82,60.4
2013,6,14,92.01,53.22
2013,6,15,90.43,54.61
2013,6,16,87.85,65.34
2013,6,17,85.55,70.75
2013,6,18,84.88,69.16
2013,6,19,87.66,58.05
2013,6,20,91.76,49.98
2013,6,21,92.46,48.69
2013,6,22,92.44,50.46
2013,6,23,93.51,49.61
2013,6,24,93.87,48.85
2013,6,25,89.06,63.5
2013,6,26,86.63,73.04
2013,6,27,88.11,64.27
2013,6,28,90.54,59.37
2013,6,29,90.27,58.91
2013,6,30,91.54,55.88
2013,7,1,91.54,56.28
2013,7,2,89.8,61.31
2013,7,3,87.31,64.28
2013,7,4,88.07,68.92
2013,7,5,87.96,68.43
2013,7,6,87.85,70.35
2013,7,7,87.37,69.96
2013,7,8,87.69,67.85
2013,7,9,86.67,66.9
2013,7,10,87.21,65.07
2013,7,11,87.44,64.7
2013,7,12,85.33,72.14
2013,7,13,86.9,71.14
2013,7,14,88.21,66.59
2013,7,15,86.65,70.62
2013,7,16,88.23,67.4
2013,7,17,88.09,70.43
2013,7,18,87.13,72.14
2013,7,19,85.91,72.92
2013,7,20,82.51,77.7
2013,7,21,84.15,76.59
2013,7,22,83.79,80.04
2013,7,23,83.55,78.84
2013,7,24,86.45,75.13
2013,7,25,84.61,78.52
2013,7,26,83.61,79.11
2013,7,27,82.8,81.31
2013,7,28,82.44,83.25
2013,7,29,81.7,85.23
2013,7,30,82.94,82.31
2013,7,31,81.5,86.76
2013,8,1,82.58,84.76
2013,8,2,82.31,83.47
2013,8,3,81.5,84.29
2013,8,4,81.75,81.54
2013,8,5,81.93,83.32
2013,8,6,81.45,85.34
2013,8,7,81.99,81.98
2013,8,8,81.25,84.71
2013,8,9,80.76,85.83
2013,8,10,81.09,86.22
2013,8,11,81.21,86.87
2013,8,12,79.75,90.0
2013,8,13,81.86,86.46
2013,8,14,80.64,88.32
2013,8,15,80.67,85.9
2013,8,16,79.65,88.22
2013,8,17,79.93,86.93
2013,8,18,81.28,84.9
2013,8,19,81.01,84.5
2013,8,20,79.88,85.11
2013,8,21,80.24,83.72
2013,8,22,80.78,82.83
2013,8,23,80.94,84.01
2013,8,24,82.27,85.51
2013,8,25,83.62,82.07
2013,8,26,82.65,81.98
2013,8,27,81.64,82.19
2013,8,28,80.58,80.73
2013,8,29,80.31,82.51
2013,8,30,80.49,80.22
2013,8,31,80.65,80.59
2013,9,1,80.76,79.8
2013,9,2,81.14,78.92
2013,9,3,80.19,79.94
2013,9,4,79.12,80.72
2013,9,5,79.14,79.4
2013,9,6,78.21,78.33
2013,9,7,79.38,74.89
2013,9,8,80.06,70.99
2013,9,9,80.56,72.84
2013,9,10,81.99,70.43
2013,9,11,82.44,71.04
2013,9,12,83.17,72.84
2013,9,13,83.68,73.54
2013,9,14,82.63,72.24
2013,9,15,82.81,72.24
2013,9,16,81.64,73.0
2013,9,17,81.23,73.12
2013,9,18,82.04,69.83
2013,9,19,81.19,62.56
2013,9,20,79.54,71.05
2013,9,21,80.56,84.46
2013,9,22,80.89,85.0
2013,9,23,81.3,84.29
2013,9,24,80.29,84.82
2013,9,25,80.37,83.1
2013,9,26,79.56,80.84
2013,9,27,80.1,80.95
2013,9,28,80.06,81.09
2013,9,29,78.94,84.25
2013,9,30,78.51,85.19
2013,10,1,79.3,83.67
2013,10,2,79.3,83.78
2013,10,3,78.51,83.52
2013,10,4,77.2,83.93
2013,10,5,78.73,80.73
2013,10,6,79.77,77.88
2013,10,7,79.86,79.68
2013,10,8,78.01,86.38
2013,10,9,78.03,85.43
2013,10,10,77.74,83.36
2013,10,11,76.98,84.14
2013,10,12,75.81,86.56
2013,10,13,77.68,83.53
2013,10,14,78.98,77.7
2013,10,15,77.9,68.28
2013,10,16,76.82,68.8
2013,10,17,78.01,66.13
2013,10,18,78.44,63.42
2013,10,19,78.46,59.48
2013,10,20,76.53,48.15
2013,10,21,74.7,49.81
2013,10,22,72.84,56.58
2013,10,23,71.74,63.83
2013,10,24,71.11,77.28
2013,10,25,72.54,77.31
2013,10,26,71.89,69.12
2013,10,27,73.31,55.99
2013,10,28,70.72,53.84
2013,10,29,71.49,54.89
2013,10,30,72.07,59.55
2013,10,31,72.57,58.95
2013,11,1,72.72,61.05
2013,11,2,71.94,60.68
2013,11,3,69.17,68.73
2013,11,4,67.95,63.52
2013,11,5,67.39,66.26
2013,11,6,69.66,69.56
2013,11,7,71.35,69.6
2013,11,8,68.25,73.66
2013,11,9,66.22,72.62
2013,11,10,67.06,62.1
2013,11,11,65.62,56.51
2013,11,12,65.28,52.51
2013,11,13,64.27,54.37
2013,11,14,63.9,44.58
2013,11,15,64.31,44.81
2013,11,16,63.81,46.76
2013,11,17,64.74,46.59
2013,11,18,66.47,42.42
2013,11,19,67.46,40.57
2013,11,20,68.54,38.04
2013,11,21,67.55,44.73
2013,11,22,63.95,58.28
2013,11,23,64.2,56.35
2013,11,24,65.19,48.65
2013,11,25,67.37,44.11
2013,11,26,68.32,44.58
2013,11,27,68.79,46.62
2013,11,28,67.44,50.47
2013,11,29,68.04,46.9
2013,11,30,68.13,41.46
2013,12,1,66.99,40.01
2013,12,2,65.25,47.25
2013,12,3,65.17,42.33
2013,12,4,65.37,55.36
2013,12,5,64.9,41.34
2013,12,6,64.04,37.74
2013,12,7,63.36,41.52
2013,12,8,63.41,45.4
2013,12,9,63.97,46.95
2013,12,10,62.62,52.45
2013,12,11,62.89,50.95
2013,12,12,64.27,45.18
2013,12,13,63.19,46.92
2013,12,14,65.98,39.19
2013,12,15,65.41,35.68
2013,12,16,63.99,37.81
2013,12,17,65.01,39.26
2013,12,18,65.3,40.62
2013,12,19,61.09,43.11
2013,12,20,59.0,53.43
2013,12,21,56.44,62.22
2013,12,22,58.39,50.98
2013,12,23,56.91,53.17
2013,12,24,57.49,51.83
2013,12,25,58.28,49.18
2013,12,26,56.82,43.84
2013,12,27,52.66,76.18
2013,12,28,54.3,67.83
2013,12,29,53.31,42.38
2013,12,30,53.46,65.99
2013,12,31,56.26,65.05
2014,1,1,53.33,66.99
2014,1,2,56.84,51.34
2014,1,3,60.12,56.15
2014,1,4,61.77,73.12
2014,1,5,61.12,63.21
2014,1,6,55.26,39.7
2014,1,7,53.56,38.7
2014,1,8,57.22,49.11
2014,1,9,57.06,57.21
2014,1,10,54.88,65.22
2014,1,11,54.66,44.78
2014,1,12,54.88,46.68
2014,1,13,55.45,55.6
2014,1,14,59.52,60.28
2014,1,15,58.93,73.67
2014,1,16,56.77,72.0
2014,1,17,57.69,74.47
2014,1,18,56.93,61.95
2014,1,19,54.79,67.4
2014,1,20,57.88,62.9
2014,1,21,60.33,85.26
2014,1,22,62.92,79.09
2014,1,23,59.36,73.53
2014,1,24,57.94,66.48
2014,1,25,57.54,56.52
2014,1,26,60.94,41.17
2014,1,27,61.52,39.3
2014,1,28,62.15,40.38
2014,1,29,62.42,40.69
2014,1,30,61.86,45.31
2014,1,31,59.92,51.27
2014,2,1,57.56,56.26
2014,2,2,60.57,56.56
2014,2,3,64.78,56.4
2014,2,4,65.08,46.49
2014,2,5,66.63,45.7
2014,2,6,67.42,51.88
2014,2,7,67.57,49.05
2014,2,8,62.69,47.14
2014,2,9,56.75,37.54
2014,2,10,57.25,30.29
2014,2,11,58.35,35.2
2014,2,12,57.83,42.66
2014,2,13,59.86,45.36
2014,2,14,61.83,50.09
2014,2,15,62.02,47.95
2014,2,16,61.05,45.56
2014,2,17,59.56,32.52
2014,2,18,60.71,25.74
2014,2,19,61.68,32.74
2014,2,20,63.73,36.37
2014,2,21,66.88,51.47
2014,2,22,66.24,60.25
2014,2,23,63.66,60.94
2014,2,24,63.93,44.42
2014,2,25,66.97,47.49
2014,2,26,67.57,67.12
2014,2,27,67.71,68.94
2014,2,28,64.92,74.75
2014,3,1,63.32,63.09
2014,3,2,62.49,49.31
2014,3,3,63.32,43.8
2014,3,4,65.3,46.6
2014,3,5,67.23,46.97
2014,3,6,66.6,50.01
2014,3,7,66.65,47.0
2014,3,8,68.23,40.31
2014,3,9,70.02,42.06
2014,3,10,72.14,59.43
2014,3,11,74.73,47.18
2014,3,12,67.01,30.28
2014,3,13,69.19,33.54
2014,3,14,70.32,27.71
2014,3,15,72.75,29.33
2014,3,16,75.67,30.43
2014,3,17,79.11,28.48
2014,3,18,78.48,28.84
2014,3,19,75.07,19.62
2014,3,20,76.84,18.12
2014,3,21,77.29,18.62
2014,3,22,78.89,19.33
2014,3,23,81.97,24.89
2014,3,24,81.23,35.29
2014,3,25,77.79,39.91
2014,3,26,78.6,38.08
2014,3,27,79.16,37.51
2014,3,28,80.62,37.16
2014,3,29,81.27,35.32
2014,3,30,80.47,32.04
2014,3,31,80.78,23.08
2014,4,1,82.56,21.42
2014,4,2,83.53,23.8
2014,4,3,82.47,21.46
2014,4,4,83.89,20.48
2014,4,5,86.23,22.28
2014,4,6,86.97,20.09
2014,4,7,87.69,25.72
2014,4,8,80.87,22.14
2014,4,9,81.05,15.51
2014,4,10,81.5,15.02
2014,4,11,83.37,14.3
2014,4,12,85.03,13.1
2014,4,13,86.94,14.47
2014,4,14,85.59,21.6
2014,4,15,86.22,23.81
2014,4,16,89.19,19.67
2014,4,17,89.58,23.29
2014,4,18,88.16,30.61
2014,4,19,82.72,39.45
2014,4,20,84.52,31.89
2014,4,21,85.82,26.8
2014,4,22,88.34,23.81
2014,4,23,86.97,27.78
2014,4,24,87.94,24.6
2014,4,25,91.44,22.13
2014,4,26,92.61,20.22
2014,4,27,92.32,15.49
2014,4,28,91.54,14.84
2014,4,29,93.96,13.01
2014,4,30,95.81,14.1
2014,5,1,94.98,13.29
2014,5,2,94.91,17.21
2014,5,3,94.71,20.52
2014,5,4,94.37,21.5
2014,5,5,93.61,25.42
2014,5,6,93.92,23.83
2014,5,7,94.5,22.87
2014,5,8,96.26,18.13
2014,5,9,94.42,16.1
2014,5,10,92.88,18.25
2014,5,11,91.69,28.04
2014,5,12,91.47,28.11
2014,5,13,89.78,34.67
2014,5,14,88.27,40.94
2014,5,15,85.24,47.67
2014,5,16,88.14,40.38
2014,5,17,89.94,39.02
2014,5,18,91.53,35.42
2014,5,19,93.63,20.78
2014,5,20,93.31,19.98
2014,5,21,93.79,21.07
2014,5,22,96.31,19.84
2014,5,23,98.89,18.98
2014,5,24,98.11,21.89
2014,5,25,99.07,21.71
2014,5,26,97.25,20.8
2014,5,27,96.66,21.53
2014,5,28,100.2,15.48
2014,5,29,100.9,15.95
2014,5,30,101.07,21.4
2014,5,31,100.31,26.5
2014,6,1,99.57,24.77
2014,6,2,98.44,19.48
2014,6,3,98.89,17.39
2014,6,4,101.82,19.66
2014,6,5,103.37,15.63
2014,6,6,103.6,17.34
2014,6,7,103.71,14.61
2014,6,8,102.27,16.9
2014,6,9,102.52,22.02
2014,6,10,102.2,17.33
2014,6,11,100.83,23.99
2014,6,12,98.96,31.52
2014,6,13,97.2,33.11
2014,6,14,97.34,34.06
2014,6,15,98.38,35.28
2014,6,16,99.3,33.73
2014,6,17,100.45,32.83
2014,6,18,97.97,39.97
2014,6,19,95.45,42.93
2014,6,20,98.26,37.58
2014,6,21,98.38,30.53
2014,6,22,98.28,33.38
2014,6,23,95.31,39.15
2014,6,24,95.95,38.47
2014,6,25,95.54,36.45
2014,6,26,95.47,35.42
2014,6,27,96.1,35.59
2014,6,28,96.73,33.47
2014,6,29,95.67,31.1
2014,6,30,95.16,34.86
2014,7,1,95.43,36.96
2014,7,2,94.93,39.4
2014,7,3,93.07,43.86
2014,7,4,95.54,39.63
2014,7,5,95.29,38.39
2014,7,6,96.87,31.27
2014,7,7,96.82,29.87
2014,7,8,96.62,31.19
2014,7,9,96.73,30.28
2014,7,10,98.56,32.03
2014,7,11,98.4,37.14
2014,7,12,99.37,34.9
2014,7,13,96.26,39.56
2014,7,14,92.35,48.93
2014,7,15,91.89,55.61
2014,7,16,87.28,72.97
2014,7,17,87.22,72.27
2014,7,18,85.15,75.17
2014,7,19,86.47,69.84
2014,7,20,86.68,63.34
2014,7,21,86.2,63.05
2014,7,22,86.2,67.16
2014,7,23,87.69,68.82
2014,7,24,85.53,72.19
2014,7,25,84.72,71.02
2014,7,26,83.77,78.48
2014,7,27,84.52,78.51
2014,7,28,82.56,85.04
2014,7,29,82.67,83.75
2014,7,30,84.69,79.25
2014,7,31,84.6,80.12
2014,8,1,84.04,82.7
2014,8,2,84.34,79.86
2014,8,3,84.78,78.87
2014,8,4,82.49,84.33
2014,8,5,80.46,87.41
2014,8,6,79.81,90.03
2014,8,7,80.49,88.08
2014,8,8,79.72,88.52
2014,8,9,81.28,87.24
2014,8,10,80.98,87.55
2014,8,11,81.73,86.97
2014,8,12,81.25,86.36
2014,8,13,80.82,85.2
2014,8,14,81.05,83.55
2014,8,15,81.01,83.65
2014,8,16,79.81,83.96
2014,8,17,79.36,83.6
2014,8,18,81.46,78.69
2014,8,19,82.62,77.84
2014,8,20,82.4,77.44
2014,8,21,82.51,74.06
2014,8,22,83.52,73.37
2014,8,23,83.77,69.57
2014,8,24,83.57,72.22
2014,8,25,82.81,78.91
2014,8,26,82.38,78.94
2014,8,27,82.74,77.17
2014,8,28,83.37,73.81
2014,8,29,82.51,74.7
2014,8,30,81.63,81.95
2014,8,31,82.45,81.32
2014,9,1,81.16,82.86
2014,9,2,80.49,83.13
2014,9,3,79.45,90.02
2014,9,4,80.26,87.14
2014,9,5,80.44,84.35
2014,9,6,79.14,81.45
2014,9,7,79.95,80.43
2014,9,8,81.25,82.38
2014,9,9,82.45,80.69
2014,9,10,82.78,79.8
2014,9,11,79.84,83.85
2014,9,12,79.63,79.82
2014,9,13,79.65,81.54
2014,9,14,79.54,80.65
2014,9,15,79.84,79.46
2014,9,16,79.68,77.7
2014,9,17,79.29,76.91
2014,9,18,78.53,74.06
2014,9,19,78.62,74.27
2014,9,20,78.82,70.64
2014,9,21,77.34,71.26
2014,9,22,77.16,74.76
2014,9,23,77.7,76.12
2014,9,24,77.02,75.89
2014,9,25,77.76,75.22
2014,9,26,78.06,74.25
2014,9,27,78.48,71.01
2014,9,28,78.93,67.2
2014,9,29,78.93,67.07
2014,9,30,79.43,69.78
2014,10,1,80.28,67.82
2014,10,2,81.03,63.22
2014,10,3,80.89,59.89
2014,10,4,80.91,58.28
2014,10,5,80.71,53.96
2014,10,6,80.8,50.37
2014,10,7,80.38,54.48
2014,10,8,81.16,59.53
2014,10,9,81.88,60.1
2014,10,10,80.4,54.15
2014,10,11,79.84,47.14
2014,10,12,77.67,47.45
2014,10,13,76.59,52.44
2014,10,14,79.0,69.53
2014,10,15,76.93,68.17
2014,10,16,73.18,70.99
2014,10,17,76.6,58.03
2014,10,18,76.98,48.65
2014,10,19,77.32,48.73
2014,10,20,77.23,49.53
2014,10,21,77.61,46.05
2014,10,22,79.02,43.3
2014,10,23,79.65,41.33
2014,10,24,79.25,43.06
2014,10,25,78.15,47.49
2014,10,26,74.88,52.35
2014,10,27,73.53,50.72
2014,10,28,76.78,45.78
2014,10,29,76.78,50.59
2014,10,30,79.14,49.75
